Text,ASR Text,Matched Text,VAC_WER,ASR_WER,Duration,Path
Ապրուստը վաստակելու համար նա շարունակել է նկարել։,Ապրուստը վաստակելու համար նա շարունակել է նկարել։,Ապրուստը վաստակելու համար նա շարունակել է նկարել։,0.0,0.0,6.084,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_36464722.wav
Այդ դեպքում առկա է մասշտաբի դրական էֆեկտը։,Այդ դեպքում առկա է մասշտաբի դրական էֆեկտ։,Այդ դեպքում առկա է մասշտաբի դրական էֆեկտը։,0.0,0.143,4.968,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39777974.wav
"Չնայած ընտելացման շրջանի դժվարություններին, նորամուտը լինում է սպասվածից հաջող։",Չնայած ընտելացման շրջանի դժվարություններին նորամուտը լինում են սպասվածից հաջող։,"Չնայած ընտելացման շրջանի դժվարություններին, նորամուտը լինում է սպասվածից հաջող։",0.0,0.222,6.804,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39777979.wav
Ատայալերենը գրելու համար օգտագործվում է լատիներենը։,Ատայալերենը գրելու համար օգտագործվում է լատիներենը։,Ատայալերենը գրելու համար օգտագործվում է լատիներենը։,0.0,0.0,4.824,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39985795.wav
"Մաքոք պատրաստում են փայտի ամուր տեսակներից, մամլած փայտանյութից։",Մաքուկ պատրաստում են փայտի ամուր տեսակներից մամլած փայտանյութից։,"Մաքոք պատրաստում են փայտի ամուր տեսակներից, մամլած փայտանյութից։",0.0,0.25,5.544,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39985797.wav
Նա ակտիվ մասնակցություն է ունեցել նաև գյուղի հասարակական աշխատանքներին։,Նա ակտիվ մասնակցություն է ունեցել նաև գճյուղի հասարակական աշխատանքներում։,Նա ակտիվ մասնակցություն է ունեցել նաև գյուղի հասարակական աշխատանքներին։,0.0,0.333,5.184,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39273565.wav
Վեպը թարգմանվել է նաև հայերեն։,Վեպը թարգմանվել են նաև հայերեն։,Վեպը թարգմանվել է նաև հայերեն։,0.0,0.4,3.6,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39273570.wav
Ջրանկարի մնացած մասը արված է մուգ դարչնագույնի և ծիրանագույնի նրբերանգներով։,Ջրանկարի մնացած մասը արված  է մուգ դարչնագույնի և ծիրանագյնի նրբերանգներով։,Ջրանկարի մնացած մասը արված է մուգ դարչնագույնի և ծիրանագույնի նրբերանգներով։,0.0,0.2,7.092,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39514313.wav
Ալեքսանդրը հմտորեն երկարաձգել է դրանք մինչև աշնանային փոթորիկների սկսվելը։,"Առեքսանդր հնտորեն երկարաձգել է, դրանք մինչև արշանային փոթորիկների սկսվել դ։",Ալեքսանդրը հմտորեն երկարաձգել է դրանք մինչև աշնանային փոթորիկների սկսվելը։,0.0,0.778,7.344,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39514314.wav
Գրված է մեծ օպերայի ժանրում։,Գրված է մեծ օպերայի ժանրում։,Գրված է մեծ օպերայի ժանրում։,0.0,0.0,3.384,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40048335.wav
Այդ է վկայում հենց նրա ալբոմների այդքան շատ վաճառքը։,Այդ է վկայում հենց նրա ալբոմների այդքան շատ վաճառքը։,Այդ է վկայում հենց նրա ալբոմների այդքան շատ վաճառքը։,0.0,0.0,5.04,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_40048342.wav
Ժամանակավոր հաջողություններից հետո կայսրը վեստգոթերի դեմ մարտում զոհվում է։,Ժամանակավոր հաջողություններից հետո կայսրը վեստ գոթերի դեմ մարտում զոհվում է։,Ժամանակավոր հաջողություններից հետո կայսրը վեստգոթերի դեմ մարտում զոհվում է։,0.0,0.222,5.544,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39500571.wav
"Եվ ես ոչ ոք եմ, անուն չունեմ։","Եվ ես ոչ ոք եմ, անունչունեմ.","Եվ ես ոչ ոք եմ, անուն չունեմ։",0.0,0.286,3.384,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39500572.wav
Կռունկ հրատարակչական ընկերության հրատարակություն։,Կռունկ հրատարակչական ընկերության հրատարակություն։,Կռունկ հրատարակչական ընկերության հրատարակություն։,0.0,0.0,3.96,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39556897.wav
Նրա արվեստում կերպարներին ու օբյեկտներին փոխարինեցին բառերը։,Նրա արվեստում կերպարներին ու օբյեկտներին փոխարինեցին բառերը։,Նրա արվեստում կերպարներին ու օբյեկտներին փոխարինեցին բառերը։,0.0,0.0,4.932,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39556898.wav
"Ըստ հին ժամանակների ձևավորված սովորույթի, մրցող մարզիկները մերկ էին հանդես գալիս։","Ըստ հին ժամանակների ձևավորված սովորույթի, մրցող մարզիկները մերկ էին հանդես գալիս։","Ըստ հին ժամանակների ձևավորված սովորույթի, մրցող մարզիկները մերկ էին հանդես գալիս։",0.0,0.091,9.864,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39788298.wav
Հետագայում նա դարձավ թիմի առանցքային խաղացողներից մեկը։,Հետագայում նա դարձավ թիմի առանցքային խաղացողներից մեկը։,Հետագայում նա դարձավ թիմի առանցքային խաղացողներից մեկը։,0.0,0.0,6.336,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39788300.wav
"Տարիների ընթացքում մտել է ժողովրդի մեջ, ձեռք բերել ժողովրդական պարի առանձնահատկություններ։",Տարիների ընթացքում մտել է ժողովրդի մեջձեռք բնելժովրդական պարի առանձնահատկություններ։,"Տարիների ընթացքում մտել է ժողովրդի մեջ, ձեռք բերել ժողովրդական պարի առանձնահատկություններ",0.091,0.364,8.496,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39502051.wav
Ուղեկցուհիս շատ էր տխրել և գրեթե այլևս չէր խոսում։,Ուղիղցույլի շատ էր թխրել և գրեթե այլևս չէր խոսում։,։ Ուղեկցուհիս շատ էր տխրել և գրեթե այլևս չէր խոսում։,0.111,0.444,6.012,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39502053.wav
Մեր թվարկության առաջին դարում այստեղ սկսում են հանքաքարից երկաթ ստանալ։,Մեր թվարկության առաջին դարում այստեղ սկսում են հանքաքարից երկաթ ստանալ։,Մեր թվարկության առաջին դարում այստեղ սկսում են հանքաքարից երկաթ ստանալ։,0.0,0.0,9.828,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31683691.wav
Թանգարանի այցելուները գրանցվում են։,Թանգարանի այցելուները գրանցվում են։,Թանգարանի այցելուները գրանցվում են։,0.0,0.0,5.94,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31684143.wav
Քաղաքի պատմությունը ծագում է հին աշխարհից։,Քաղաքի պատմությունը ծագում է հին աշխարհից։,Քաղաքի պատմությունը ծագում է հին աշխարհից։,0.0,0.0,4.896,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39592795.wav
Թանգարանի դասախոսությունների դահլիճը նաև ծառայում է որպես թատրոն։,Թանգարանի դասախոսությունների դահլիճը նաև ծառայում է որպես թատրոն։,Թանգարանի դասախոսությունների դահլիճը նաև ծառայում է որպես թատրոն։,0.0,0.125,6.552,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39592800.wav
Տարածված է նաև հարավային սլավոնների և արևմտյան ուկրաինացիների մոտ։,Տարածված  է նաև հարավային սլավոնների և արևմտյան ուկրաինացիների մոտ։,Տարածված է նաև հարավային սլավոնների և արևմտյան ուկրաինացիների մոտ։,0.0,0.333,7.128,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39553091.wav
"Կան ջրլող թռչուններ, կինճ։","Կան ջրլող թռչուններ, կինչ։","Կան ջրլող թռչուններ, կինճ։",0.0,0.25,3.852,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39553092.wav
Փոշանոթները սրածայր են։,Փուշանոթները սրածայր են։,Փոշանոթները սրածայր են։,0.0,0.333,4.356,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39671863.wav
Կեյկոն չկարողացավ հարմարվել վայրի բնության կյանքին։,Կիկոն չկարողացավ հարմարվել վայրի բնության կյանքին։,Կեյկոն չկարողացավ հարմարվել վայրի բնության կյանքին։,0.0,0.167,5.004,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39671864.wav
Ուղևորվում է վտանգավոր ճանապարհորդության՝ փրկելու իր թագավորությունը և քրոջը։,"Ուղևորվում է վտանգավոր ճանապարհորդությամբ, փրկելու իր թագավորությունը և քրոջը։",Ուղևորվում է վտանգավոր ճանապարհորդության՝ փրկելու իր թագավորությունը և քրոջը։,0.0,0.333,6.66,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39671873.wav
Մեծ ազդեցություն է ունեցել երկրի քաղաքական կյանքում։,Մեծ ազդեցություն է ունեցել երկրի քաղաքական կյանքում։,Մեծ ազդեցություն է ունեցել երկրի քաղաքական կյանքում։,0.0,0.0,4.104,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_39426903.wav
